cgmlst_ST,cgmlst_distance,cgmlst_found_loci,cgmlst_genome_match,cgmlst_matching_alleles,cgmlst_subspecies,fasta_filepath,genome,h1,h2,o_antigen,qc_messages,qc_status,serogroup,serovar,serovar_antigen,serovar_cgmlst
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_205_S108.fasta,Seagull_18_205_S108,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (3903834 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
1563664486,0.033333333333333326,330,SRR3049386,319,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_17_S106.fasta,ISLHD_2018_17_S106,"z4,z23",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Wangata,Wangata|Ekotedo,Wangata
,1.0,23,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_92_S11.fasta,Seagull_18_92_S11,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=307 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=23) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
4102580714,0.021212121212121238,330,2016-SEQ-0346,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_4_S93.fasta,ISLHD_2018_4_S93,"g,m",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Enteritidis,Nitra|Gallinarum|Pullorum|Berta|Enteritidis|Blegdam|Gueuletapee|Naestved|Rostock|Hillingdon,Enteritidis
1448346750,0.024242424242424288,330,SRR1805681,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_02.fasta,SIML_2017_02,r,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Infantis,Virchow|Infantis|Senegal,Infantis
2673249022,0.027272727272727226,330,ERR230466,321,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2017_18_S89.fasta,ISLHD_2017_18_S89,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
3488488415,0.036363636363636376,330,SRR1966667,318,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_100_1_S16.fasta,Seagull_18_100_1_S16,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
36929772,0.018181818181818188,330,SRR1646203,324,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_21.fasta,SIML_2017_21,z,"1,6","1,13,22",INFO: Number of cgMLST330 loci found (n=330),PASS,G,Poona,Poona|Farmsen,Poona
,0.9939393939393939,233,SRR5216170,2,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_138_1_S32.fasta,Seagull_18_138_1_S32,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=97 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=233) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 2 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Enteritidis
785047995,0.015151515151515138,330,2015-SEQ-0618,325,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_10_S99.fasta,ISLHD_2018_10_S99,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
1448346750,0.024242424242424288,330,SRR1805681,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2017_6_S119.fasta,ISLHD_2017_6_S119,r,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Infantis,Virchow|Infantis|Senegal,Infantis
3357342513,0.027272727272727226,330,SRR3322702,321,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_22.fasta,ISLHD_2019_22,"e,h","e,n,x","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Chester,Chester|Sandiego,Chester
4220313700,0.021212121212121238,330,SRR1257297,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_154_S34.fasta,Seagull_18_154_S34,"e,h","1,6","3,{10}{15}{15,34}",INFO: Number of cgMLST330 loci found (n=330),PASS,E1,Anatum,Anatum|Hayindogo,Anatum
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_244_S61.fasta,Seagull_18_244_S61,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
3561956941,0.036363636363636376,330,17-8545,318,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2019_02.fasta,SIML_2019_02,b,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Paratyphi B var. Java,Paratyphi B|Paratyphi B var. Java|Limete,Paratyphi B var. Java
1233280283,0.015151515151515138,330,2016-SEQ-0346,325,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2019_09.fasta,SIML_2019_09,"g,m",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Enteritidis,Nitra|Gallinarum|Pullorum|Berta|Enteritidis|Blegdam|Gueuletapee|Naestved|Rostock|Hillingdon,Enteritidis
475526882,0.039393939393939426,330,SRR3048904,317,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_15_S104.fasta,ISLHD_2018_15_S104,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
,0.9848484848484849,233,SRR5216170,5,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_223_S110.fasta,Seagull_18_223_S110,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=97 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=233) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 5 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Enteritidis
,0.09696969696969693,311,SRR3476844,298,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_17.fasta,SIML_2017_17,i,"1,2","1,4,[5],12",FAIL: Moderate number of cgMLST330 loci missing (n=19 > 10) | INFO: Number of cgMLST330 loci found (n=311),WARNING,B,Typhimurium,Typhimurium|Lagos,Typhimurium
5522578,0.024242424242424288,330,SRR1106482,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_284_Sal.fasta,SG19_284_Sal,r,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Infantis,Virchow|Infantis|Senegal,Infantis
4125974183,0.033333333333333326,330,SRR1769382,319,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2019_07.fasta,SIML_2019_07,"l,z28","1,5","1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Javiana,Koessen|Mendoza|Houston|Panama|Victoria|Itami|Javiana,Javiana
3544252144,0.012121212121212088,330,2015-SEQ-0618,326,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2019_05.fasta,SIML_2019_05,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
3148127685,0.021212121212121238,330,17-7531,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_292_Sal.fasta,SG19_292_Sal,"z4,z24",-,"8,20",INFO: Number of cgMLST330 loci found (n=330),PASS,C2-C3,Albany,Albany|Duesseldorf,Albany
1573225539,0.030303030303030276,330,SRR1753830,320,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_116_Sal.fasta,SG19_116_Sal,"e,h","1,5","6,8",INFO: Number of cgMLST330 loci found (n=330),PASS,C2-C3,Kottbus,Newport|Bardo|Ferruch|Kottbus,Kottbus
2673249022,0.027272727272727226,330,ERR230466,321,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_11_S100.fasta,ISLHD_2018_11_S100,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
2737001468,0.024242424242424288,330,SRR1965714,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_17.fasta,ISLHD_2019_17,"f,g,s",-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Agona,Derby|Agona|Essen|Budapest,Agona
3308473410,0.7333333333333334,330,SRR1968203,88,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/W_1_C11.fasta,W_1_C11,r,"1,6",38,INFO: Number of cgMLST330 loci found (n=330) | WARNING: Only matched 88 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,WARNING,P,Emmastad,Emmastad,Virchow
3040097629,0.036363636363636376,330,SRR3049386,318,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_11.fasta,ISLHD_2019_11,"z4,z23",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Wangata,Wangata|Ekotedo,Wangata
3477190177,0.018181818181818188,330,SRR1969718,324,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_09.fasta,SIML_2017_09,d,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:d:-","I 1,4,[5],12:d:-",Stanley
2919381592,0.030303030303030276,330,SRR1966769,320,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_18.fasta,ISLHD_2019_18,c,"1,6","6,7",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Birkenhead,Birkenhead|Brindisi,Birkenhead
1064758895,0.015151515151515138,330,SRR1966374,325,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_27.fasta,ISLHD_2019_27,r,"1,2","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Virchow,Virchow|Infantis|Senegal,Virchow
3544252144,0.012121212121212088,330,2015-SEQ-0618,326,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_400_Sal.fasta,SG19_400_Sal,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
1693110346,0.021212121212121238,330,SRR3322731,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2017_7_S78.fasta,ISLHD_2017_7_S78,d,"1,2","1,4,[5],12,[27]",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Stanley,Stanley|Eppendorf,Stanley
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_245_S62.fasta,Seagull_18_245_S62,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
1573225539,0.030303030303030276,330,SRR1753830,320,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_334_Sal.fasta,SG19_334_Sal,"e,h","1,5","6,8",INFO: Number of cgMLST330 loci found (n=330),PASS,C2-C3,Kottbus,Newport|Bardo|Ferruch|Kottbus,Kottbus
1063427550,0.036363636363636376,330,SRR3081689,318,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_171_Sal.fasta,SG19_171_Sal,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
2195566245,0.033333333333333326,330,SRR1967314,319,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_12.fasta,ISLHD_2019_12,"f,g,s",-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Agona,Derby|Agona|Essen|Budapest,Agona
3326344473,0.015151515151515138,330,SRR1966374,325,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_30.fasta,ISLHD_2019_30,r,"1,2","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Virchow,Virchow|Infantis|Senegal,Virchow
,0.048484848484848464,322,2018-SEQ-0702,314,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_01.fasta,SIML_2017_01,"g,m",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=322),PASS,D1,Enteritidis,Nitra|Gallinarum|Pullorum|Berta|Enteritidis|Blegdam|Gueuletapee|Naestved|Rostock|Hillingdon,Enteritidis
3665645211,0.024242424242424288,330,2014-SEQ-1386,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_117_1_S21.fasta,Seagull_18_117_1_S21,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
3414863162,0.033333333333333326,330,2018-SEQ-0702,319,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_16.fasta,SIML_2017_16,"g,m",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Enteritidis,Nitra|Gallinarum|Pullorum|Berta|Enteritidis|Blegdam|Gueuletapee|Naestved|Rostock|Hillingdon,Enteritidis
1280160503,0.024242424242424288,330,17-9162,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_2_S91.fasta,ISLHD_2018_2_S91,d,"1,2","1,4,[5],12,[27]",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Stanley,Stanley|Eppendorf,Stanley
1219286143,0.7333333333333334,330,SRR1969110,88,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/W_1_E11.fasta,W_1_E11,r,"1,6",38,INFO: Number of cgMLST330 loci found (n=330) | WARNING: Only matched 88 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,WARNING,P,Emmastad,Emmastad,Virchow
2242294035,0.030303030303030276,330,SRR3712451,320,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_5_S94.fasta,ISLHD_2018_5_S94,"l,v","e,n,z15","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Potsdam,Bonn|Potsdam|Langeveld|Kenya|Neukoelln|Fann|Bullbay|Osnabrueck,Potsdam
121226724,0.015151515151515138,330,SRR1967692,325,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_132_1_S29.fasta,Seagull_18_132_1_S29,d,"1,7","1,4,12,27",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Schwarzengrund,Schwarzengrund,Schwarzengrund
2120393930,0.009090909090909038,330,SRR1966374,327,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_084_Sal.fasta,SG19_084_Sal,r,"1,2","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Virchow,Virchow|Infantis|Senegal,Virchow
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_249_S65.fasta,Seagull_18_249_S65,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
990721784,0.033333333333333326,330,ERR351245,319,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_09.fasta,ISLHD_2019_09,"f,g,s",-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Agona,Derby|Agona|Essen|Budapest,Agona
2824094961,0.018181818181818188,330,SRR3933145,324,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_96_2_S15.fasta,Seagull_18_96_2_S15,"e,h","1,6","3,{10}{15}{15,34}",INFO: Number of cgMLST330 loci found (n=330),PASS,E1,Anatum,Anatum|Hayindogo,Anatum
1432559802,0.015151515151515138,330,2016-SEQ-0346,325,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_15.fasta,SIML_2017_15,"g,m",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Enteritidis,Nitra|Gallinarum|Pullorum|Berta|Enteritidis|Blegdam|Gueuletapee|Naestved|Rostock|Hillingdon,Enteritidis
2112873599,0.039393939393939426,330,SRR1966272,317,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2019_06.fasta,SIML_2019_06,"e,h","1,2","6,8,20",INFO: Number of cgMLST330 loci found (n=330),PASS,C2-C3,Newport,Newport|Bardo|Ferruch|Kottbus,Newport
2919381592,0.030303030303030276,330,SRR1966769,320,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2017_12_S83.fasta,ISLHD_2017_12_S83,c,"1,6","6,7",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Birkenhead,Birkenhead|Brindisi,Birkenhead
1875490680,0.021212121212121238,330,2014-SEQ-1386,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_255_S68.fasta,Seagull_18_255_S68,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
825132789,0.018181818181818188,330,SRR5121490,324,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_269_Sal.fasta,SG19_269_Sal,"g,m,s",-,"6,7,14,[54]",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Montevideo,Montevideo|Othmarschen|Plumaugat,Montevideo
3665645211,0.024242424242424288,330,2014-SEQ-1386,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_163_2_S38.fasta,Seagull_18_163_2_S38,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_246_S63.fasta,Seagull_18_246_S63,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (3956582 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
1064758895,0.015151515151515138,330,SRR1966374,325,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2019_14.fasta,SIML_2019_14,r,"1,2","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Virchow,Virchow|Infantis|Senegal,Virchow
3715797542,0.021212121212121238,330,2014-SEQ-1386,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_240_2_S59.fasta,Seagull_18_240_2_S59,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
1032941127,0.021212121212121238,330,2016-BUR-0042,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_6_S95.fasta,ISLHD_2018_6_S95,"l,v","1,6","3,{10}{15}",INFO: Number of cgMLST330 loci found (n=330),PASS,E1,London,London|Winterthur,London
1353377503,0.012121212121212088,330,SRR1966374,326,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_288_Sal.fasta,SG19_288_Sal,r,"1,2","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Virchow,Virchow|Infantis|Senegal,Virchow
2725105102,0.018181818181818188,330,2015-SEQ-0618,324,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_21.fasta,ISLHD_2019_21,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
,0.9878787878787879,234,SRR5216170,4,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_42_S4.fasta,Seagull_18_42_S4,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=96 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=234) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 4 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Enteritidis
,0.021212121212121238,329,SRR1967504,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2017_14_S85.fasta,ISLHD_2017_14_S85,b,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=329),PASS,B,Paratyphi B var. Java,Paratyphi B|Paratyphi B var. Java|Limete,Paratyphi B var. Java
2616885242,0.021212121212121238,330,SRR2751906,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_25.fasta,ISLHD_2019_25,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1322374992,0.042424242424242475,330,SRR1967384,316,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_8_S97.fasta,ISLHD_2018_8_S97,"e,h","1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Saintpaul,Saintpaul|Reading,Saintpaul
,1.0,48,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_202_1_S45.fasta,Seagull_18_202_1_S45,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=282 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=48) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
