Uberstrain	Name	Data_Source(Accession_No.;Sequencing_Platform;Sequencing_Library;Insert_Size;Experiment;Bases;Average_Length;Status)	Barcode	Source_Niche	Source_Type	Source_Details	Collection_Year	Collection_Month	Collection_Day	Collection_Time	Continent	Country	Region	District	City	Post_Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic_Formulas	Phage_Type	Lab_Contact	Comment	Bio_Project_ID	Project_ID	Sample_ID	Secondary_Sample_ID	Date_Entered	Release_Date	ST	eBG	Serotype_(Predicted)	Lineage	Status	Coverage	N50	Length	Species	Contig_Number(>=200_bp)	Low_Quality_Bases	Version	SISTR1_Serovar	SISTR1_Serogroup	SeqSero2_Serovar	SeqSero2_Serogroup	wgMLST	cgMLST	HC0	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900	HC2000	HC2600	HC2850	Lab_Contact_Lowercase	Accession_No	Sequencing_Platform	Sequencing_Library	Insert_Size	Experiment	Bases	Average_Length
SAL_QA9337AA	373153	SRR7444218;ILLUMINA;Paired;;SRX4314757;;	SAL_QA9337AA	Human	Human	Homo sapiens; human	2017	5	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09504457	SRS3476583	2018-06-28	2018-06-28	13	54	Agona	ND	Assembled	64	231956	4830786	Salmonella enterica;90.63%	67	48576	4	Agona	B	Agona	4	160559	131551	125034	124286	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7444218	ILLUMINA	Paired	_	SRX4314757	_	NA
SAL_QA9819AA	418219	SRR7451162;ILLUMINA;Paired;;SRX4321671;;	SAL_QA9819AA	Human	Human	Homo sapiens; human	2017	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09516405	SRS3484138	2018-06-29	2018-06-29	13	54	Agona	ND	Assembled	70	187654	4906368	Salmonella enterica;89.29%	88	18896	4	Agona	B	Agona	4	160909	134605	134605	134605	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7451162	ILLUMINA	Paired	_	SRX4321671	_	NA
SAL_QA9891AA	226995	SRR7451048;ILLUMINA;Paired;;SRX4321557;;	SAL_QA9891AA	Human	Human	Homo sapiens; human	2016	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09516402	SRS3484022	2018-06-29	2018-06-29	13	54	Agona	ND	Assembled	59	216518	4745186	Salmonella enterica;100.0%	54	10432	4	Agona	B	Agona	4	190200	154769	136004	136004	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7451048	ILLUMINA	Paired	_	SRX4321557	_	NA
SAL_QA9962AA	463715	SRR7450802;ILLUMINA;Paired;;SRX4321311;;	SAL_QA9962AA	Human	Human	Homo sapiens; human	2017	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Schwarzengrund	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09516019	SRS3483778	2018-06-29	2018-06-29	2250	NaN	Schwarzengrund	ND	Assembled	81	458016	4648682	Salmonella enterica;100.0%	36	7542	4	Schwarzengrund	B	Schwarzengrund	4	160820	131762	131762	131762	131762	131762	25420	25420	25420	25420	25420	25420	25420	25420	2	public health england	SRR7450802	ILLUMINA	Paired	_	SRX4321311	_	NA
SAL_RA0761AA	524309	SRR7458569;ILLUMINA;Paired;;SRX4329047;;	SAL_RA0761AA	Human	Human	Homo sapiens; human	2018	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09530926	SRS3491093	2018-07-02	2018-07-02	13	54	Agona	ND	Assembled	54	231992	4833022	Salmonella enterica;96.25%	73	115959	4	Agona	B	Agona	4	161669	132367	132367	132367	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7458569	ILLUMINA	Paired	_	SRX4329047	_	NA
SAL_RA0832AA	436073	SRR7458213;ILLUMINA;Paired;;SRX4328709;;	SAL_RA0832AA	Human	Human	Homo sapiens; human	2017	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09522088	SRS3490811	2018-07-02	2018-07-01	13	54	Agona	ND	Assembled	81	232004	4832361	Salmonella enterica;95.84%	71	51247	4	Agona	B	Agona	4	161664	132362	132362	132362	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7458213	ILLUMINA	Paired	_	SRX4328709	_	NA
SAL_RA1050AA	443524	SRR7457931;ILLUMINA;Paired;;SRX4328427;;	SAL_RA1050AA	Human	Human	Homo sapiens; human	2017	11	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09521889	SRS3490530	2018-07-02	2018-07-01	13	54	Agona	ND	Assembled	82	156525	4784850	Salmonella enterica;96.07%	80	41216	4	Agona	B	Agona	4	161428	132146	132146	132146	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7457931	ILLUMINA	Paired	_	SRX4328427	_	NA
SAL_RA2731AA	101477	SRR7468919;ILLUMINA;Paired;;SRX4338687;;	SAL_RA2731AA	Human	Human	Homo sapiens; human	2015	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09557534	SRS3499600	2018-07-04	2018-07-04	13	54	Agona	ND	Assembled	86	231995	4770606	Salmonella enterica;89.74%	82	49379	4	Agona	B	Agona	4	162493	133071	133071	133071	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7468919	ILLUMINA	Paired	_	SRX4338687	_	NA
SAL_RA3258AA	527517	SRR7475467;ILLUMINA;Paired;;SRX4344964;;	SAL_RA3258AA	Human	Human	Homo sapiens; human	2018	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09612142	SRS3505013	2018-07-06	2018-07-06	13	54	Agona	ND	Assembled	68	181857	4933329	Salmonella enterica;95.0%	78	89288	4	Agona	B	Agona	4	163742	135392	135392	98214	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7475467	ILLUMINA	Paired	_	SRX4344964	_	NA
SAL_RA3355AA	476587	SRR7475312;ILLUMINA;Paired;;SRX4344821;;	SAL_RA3355AA	Human	Human	Homo sapiens; human	2018	1	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Typhimurium	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09609987	SRS3504894	2018-07-06	2018-07-06	19	1	Typhimurium	ND	Assembled	50	43107	4869582	Salmonella enterica;99.55%	230	51012	4	Typhimurium	-	ND	-	163585	135273	135273	135273	1852	1852	1852	1503	1503	2	2	2	2	2	2	public health england	SRR7475312	ILLUMINA	Paired	_	SRX4344821	_	NA
SAL_RA3603AA	519518	SRR7480448;ILLUMINA;Paired;;SRX4349889;;	SAL_RA3603AA	Human	Human	Homo sapiens; human	2018	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09624483	SRS3509500	2018-07-08	2018-07-07	13	54	Agona	ND	Assembled	52	188036	4951621	Salmonella enterica;95.0%	84	21532	4	Agona	B	Agona	4	163947	135554	135554	135554	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7480448	ILLUMINA	Paired	_	SRX4349889	_	NA
SAL_RA3692AA	474898	SRR7480358;ILLUMINA;Paired;;SRX4349799;;	SAL_RA3692AA	Human	Human	Homo sapiens; human	2018	1	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09624376	SRS3509411	2018-07-08	2018-07-07	13	54	Agona	ND	Assembled	57	295953	4818798	Salmonella enterica;95.71%	72	15549	4	Agona	B	Agona	4	163859	135491	135491	7255	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7480358	ILLUMINA	Paired	_	SRX4349799	_	NA
SAL_RA3695AA	541999	SRR7480355;ILLUMINA;Paired;;SRX4349796;;	SAL_RA3695AA	Human	Human	Homo sapiens; human	2018	5	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09624364	SRS3509408	2018-07-08	2018-07-07	13	54	Agona	ND	Assembled	42	233821	4799323	Salmonella enterica;93.88%	51	30428	4	Agona	B	Agona	4	163889	135512	135512	92525	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7480355	ILLUMINA	Paired	_	SRX4349796	_	NA
SAL_RA7208AA	552420	SRR7523664;ILLUMINA;Paired;;SRX4392211;;	SAL_RA7208AA	Human	Human	Homo sapiens; human	2018	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09661732	SRS3548018	2018-07-16	2018-07-16	13	54	Agona	ND	Assembled	69	232004	4807255	Salmonella enterica;98.53%	67	13735	4	Agona	B	Agona	4	169290	138071	126569	126569	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7523664	ILLUMINA	Paired	_	SRX4392211	_	NA
SAL_RA7261AA	475836	SRR7523611;ILLUMINA;Paired;;SRX4392158;;	SAL_RA7261AA	Human	Human	Homo sapiens; human	2018	1	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09661699	SRS3547968	2018-07-16	2018-07-16	13	54	Agona	ND	Assembled	44	253078	4882012	Salmonella enterica;92.55%	69	13953	4	Agona	B	Agona	4	169170	138018	138018	138018	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7523611	ILLUMINA	Paired	_	SRX4392158	_	NA
SAL_RA7695AA	123991	SRR7528150;ILLUMINA;Paired;;SRX4396480;;	SAL_RA7695AA	Human	Human	Homo sapiens; human	2015	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09666892	SRS3551660	2018-07-17	2018-07-17	13	54	Agona	ND	Assembled	57	139474	4779311	Salmonella enterica;98.91%	93	49099	4	Agona	B	Agona	4	169686	135416	135416	7255	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7528150	ILLUMINA	Paired	_	SRX4396480	_	NA
SAL_RA7696AA	359285	SRR7528149;ILLUMINA;Paired;;SRX4396479;;	SAL_RA7696AA	Human	Human	Homo sapiens; human	2017	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN09666885	SRS3551659	2018-07-17	2018-07-17	13	54	Agona	ND	Assembled	54	185398	4790370	Salmonella enterica;98.11%	53	18203	4	Agona	B	Agona	4	169700	138390	138390	138390	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7528149	ILLUMINA	Paired	_	SRX4396479	_	NA
SAL_SA5958AA	595621	SRR7841404;ILLUMINA;Paired;;SRX4692226;;	SAL_SA5958AA	Human	Human	Homo sapiens; human	2018	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Virchow	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10067723	SRS3785585	2018-09-16	2018-09-15	16	9	Virchow	ND	Assembled	111	386747	4630032	Salmonella enterica;100.0%	37	2932	4	Virchow	C1	Virchow	7	175865	142847	142847	142847	142847	142847	7260	7260	715	715	111	111	111	2	2	public health england	SRR7841404	ILLUMINA	Paired	_	SRX4692226	_	NA
SAL_SA6239AA	576325	SRR7850524;ILLUMINA;Paired;;SRX4701283;;	SAL_SA6239AA	Human	Human	Homo sapiens; human	2018	7	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10076019	SRS3787607	2018-09-17	2018-09-17	13	54	Agona	ND	Assembled	115	246151	4793424	Salmonella enterica;96.87%	63	36226	4	Agona	B	Agona	4	176247	143184	143184	7255	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7850524	ILLUMINA	Paired	_	SRX4701283	_	NA
SAL_SA7657AA	587758	SRR7885274;ILLUMINA;Paired;;SRX4723001;;	SAL_SA7657AA	Human	Human	Homo sapiens; human	2018	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Virchow	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10098069	SRS3808044	2018-09-21	2018-09-21	16	9	Virchow	ND	Assembled	97	392314	4631004	Salmonella enterica;100.0%	40	4467	4	Virchow	C1	Virchow	7	178126	142847	142847	142847	142847	142847	7260	7260	715	715	111	111	111	2	2	public health england	SRR7885274	ILLUMINA	Paired	_	SRX4723001	_	NA
SAL_SA7688AA	408544	SRR7885242;ILLUMINA;Paired;;SRX4722969;;	SAL_SA7688AA	Human	Human	Homo sapiens; human	2017	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10098060	SRS3808013	2018-09-21	2018-09-21	13	54	Agona	ND	Assembled	72	328328	4780560	Salmonella enterica;98.57%	70	35518	4	Agona	B	Agona	4	178050	144572	129907	129907	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7885242	ILLUMINA	Paired	_	SRX4722969	_	NA
SAL_SA7815AA	106519	SRR7884502;ILLUMINA;Paired;;SRX4722229;;	SAL_SA7815AA	Human	Human	Homo sapiens; human	2015	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10097490	SRS3807317	2018-09-21	2018-09-21	13	54	Agona	ND	Assembled	70	259086	4982689	Salmonella enterica;91.82%	135	91223	4	Agona	B	Agona	4	177089	144958	144958	7255	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7884502	ILLUMINA	Paired	_	SRX4722229	_	NA
SAL_SA9414AA	264173	SRR7911490;ILLUMINA;Paired;;SRX4746694;;	SAL_SA9414AA	Human	Human	Homo sapiens; human	2016	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10140191	SRS3827455	2018-09-28	2018-09-28	13	54	Agona	ND	Assembled	85	350519	4750638	Salmonella enterica;100.0%	57	35993	4	Agona	B	Agona	4	179265	145521	145521	136004	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7911490	ILLUMINA	Paired	_	SRX4746694	_	NA
SAL_TA0802AA	608453	SRR7998201;ILLUMINA;Paired;;SRX4829065;;	SAL_TA0802AA	Human	Human	Homo sapiens; human	2018	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10229485	SRS3899643	2018-10-11	2018-10-11	13	54	Agona	ND	Assembled	104	350753	4869822	Salmonella enterica;95.95%	77	36574	4	Agona	B	Agona	4	180558	146599	146599	146599	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR7998201	ILLUMINA	Paired	_	SRX4829065	_	NA
SAL_TA6624AA	629315	SRR8142798;ILLUMINA;Paired;;SRX4963504;;	SAL_TA6624AA	Human	Human	Homo sapiens; human	2018	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10356493	SRS4003222	2018-11-07	2018-11-01	13	54	Agona	ND	Assembled	128	321977	4841749	Salmonella enterica;95.31%	66	11486	4	Agona	B	Agona	4	185847	150996	150996	150996	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR8142798	ILLUMINA	Paired	_	SRX4963504	_	NA
SAL_UA2930AA	602630	SRR8293799;ILLUMINA;Paired;;SRX5108387;;	SAL_UA2930AA	Human	Human	Homo sapiens; human	2018	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10536563	SRS4117794	2018-12-10	2018-12-10	13	54	Agona	ND	Assembled	78	232004	4867817	Salmonella enterica;96.88%	65	14187	4	Agona	B	Agona	4	196879	161473	157440	132367	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR8293799	ILLUMINA	Paired	_	SRX5108387	_	NA
SAL_UA2935AA	601644	SRR8293794;ILLUMINA;Paired;;SRX5108382;;	SAL_UA2935AA	Human	Human	Homo sapiens; human	2018	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10536557	SRS4117789	2018-12-10	2018-12-10	13	54	Agona	ND	Assembled	97	350383	4817877	Salmonella enterica;95.32%	67	9252	4	Agona	B	Agona	4	201306	161466	157444	157444	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR8293794	ILLUMINA	Paired	_	SRX5108382	_	NA
SAL_UA6064AA	656768	SRR8366145;ILLUMINA;Paired;;SRX5176465;;	SAL_UA6064AA	Human	Human	Homo sapiens; human	2018	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10639980	SRS4183758	2018-12-24	2018-12-23	13	54	Agona	ND	Assembled	64	149177	4803054	Salmonella enterica;97.61%	83	25906	4	Agona	B	Agona	4	203207	163102	160109	160109	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR8366145	ILLUMINA	Paired	_	SRX5176465	_	NA
SAL_UA6208AA	656796	SRR8369269;ILLUMINA;Paired;;SRX5179454;;	SAL_UA6208AA	Human	Human	Homo sapiens; human	2018	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Wangata	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10643353	SRS4186683	2018-12-27	2018-12-26	523	433	Wangata	ND	Assembled	68	201351	4658968	Salmonella enterica;100.0%	80	9027	4	Wangata	D1	Wangata	9	203385	163239	160192	160192	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	public health england	SRR8369269	ILLUMINA	Paired	_	SRX5179454	_	NA
SAL_UA7793AA	662761	SRR8429904;ILLUMINA;Paired;;SRX5237715;;	SAL_UA7793AA	Human	Human	Homo sapiens; human	2018	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10723689	SRS4240634	2019-01-15	2019-01-11	13	54	Agona	ND	Assembled	47	231957	4807070	Salmonella enterica;98.63%	72	9961	4	Agona	B	Agona	4	204465	164145	164145	126569	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR8429904	ILLUMINA	Paired	_	SRX5237715	_	NA
SAL_VA0297AA	553748	SRR8499323;ILLUMINA;Paired;;SRX5303325;;	SAL_VA0297AA	Human	Human	Homo sapiens; human	2018	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10836065	SRS4301337	2019-01-29	2019-01-29	13	54	Agona	ND	Assembled	99	293294	4831562	Salmonella enterica;98.5%	66	10549	4	Agona	B	Agona	4	207268	166486	166486	166486	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR8499323	ILLUMINA	Paired	_	SRX5303325	_	NA
SAL_VA1339AA	486535	SRR8514761;ILLUMINA;Paired;;SRX5318352;;	SAL_VA1339AA	Human	Human	Homo sapiens; human	2018	2	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10855063	SRS4314199	2019-02-01	2019-02-01	13	54	Agona	ND	Assembled	82	307961	4837321	Salmonella enterica;96.33%	75	24465	4	Agona	B	Agona	4	208253	167233	167233	152680	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR8514761	ILLUMINA	Paired	_	SRX5318352	_	NA
SAL_VA2087AA	461169	SRR8524687;ILLUMINA;Paired;;SRX5327522;;	SAL_VA2087AA	Human	Human	Homo sapiens; human	2017	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	NA	Public Health England	NA	PRJNA248792	SRP042645	SAMN10867391	SRS4322272	2019-02-04	2019-02-03	13	54	Agona	ND	Assembled	54	183280	4794219	Salmonella enterica;97.26%	76	27015	4	Agona	B	Agona	4	209061	167940	167940	167940	4181	477	419	29	29	28	28	28	28	28	2	public health england	SRR8524687	ILLUMINA	Paired	_	SRX5327522	_	NA
SAL_VA2943AA	17-SWA-Q29_S13	ERR2992834;ILLUMINA;Paired;150;ERX2995246;;	SAL_VA2943AA	Environment	Plant	Macadamia	2016	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175552	ERS2983259	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	105	144504	4667171	Salmonella enterica;100.0%	103	14456	4	Wangata	D1	Wangata	9	209545	168332	168332	168332	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992834	ILLUMINA	Paired	150	ERX2995246	_	NA
SAL_VA2944AA	17-SWA-Q28_S2	ERR2992833;ILLUMINA;Paired;150;ERX2995245;;	SAL_VA2944AA	Environment	Plant	Macadamia	2016	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata (Predicted)	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175551	ERS2983258	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	96	188545	4664868	Salmonella enterica;100.0%	89	12704	4	Wangata	D1	Wangata	9	209554	168337	168332	168332	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992833	ILLUMINA	Paired	150	ERX2995245	_	NA
SAL_VA2945AA	17-SWA-Q27_S78	ERR2992832;ILLUMINA;Paired;150;ERX2995244;;	SAL_VA2945AA	Environment	Plant	Macadamia	2017	NA	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175550	ERS2983257	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	116	234838	4668647	Salmonella enterica;100.0%	90	12181	4	Wangata	D1	Wangata	9	209552	168334	168334	168332	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992832	ILLUMINA	Paired	150	ERX2995244	_	NA
SAL_VA2946AA	17-SWA-Q25_S56	ERR2992831;ILLUMINA;Paired;150;ERX2995243;;	SAL_VA2946AA	Human	Human	Homo sapiens; stool	2017	3	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175549	ERS2983256	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	113	201315	4666504	Salmonella enterica;100.0%	90	13026	4	Wangata	D1	Wangata	9	209531	168300	168300	168300	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992831	ILLUMINA	Paired	150	ERX2995243	_	NA
SAL_VA2948AA	17-SWA-Q23_S34	ERR2992829;ILLUMINA;Paired;150;ERX2995241;;	SAL_VA2948AA	Human	Human	Homo sapiens; stool	2017	3	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata (Predicted)	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175547	ERS2983254	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	90	175708	4858251	Salmonella enterica;94.62%	106	14437	4	Wangata	D1	Wangata	9	209528	168299	168299	168299	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992829	ILLUMINA	Paired	150	ERX2995241	_	NA
SAL_VA2950AA	17-SWA-Q21_S12	ERR2992827;ILLUMINA;Paired;150;ERX2995239;;	SAL_VA2950AA	Human	Human	Homo sapiens; stool	2017	3	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175545	ERS2983252	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	124	214593	4706073	Salmonella enterica;100.0%	87	12367	4	Wangata	D1	Wangata	9	209525	168310	168310	168310	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992827	ILLUMINA	Paired	150	ERX2995239	_	NA
SAL_VA2951AA	17-SWA-Q20_S1	ERR2992826;ILLUMINA;Paired;150;ERX2995238;;	SAL_VA2951AA	Human	Human	Homo sapiens; stool	2017	3	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175544	ERS2983251	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	88	187664	4754606	Salmonella enterica;97.86%	99	18010	4	Wangata	D1	Wangata	9	209518	168303	168303	129155	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992826	ILLUMINA	Paired	150	ERX2995238	_	NA
SAL_VA2952AA	17-SWA-Q19_S89	ERR2992825;ILLUMINA;Paired;150;ERX2995237;;	SAL_VA2952AA	Human	Human	Homo sapiens; stool	2017	3	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175543	ERS2983250	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	95	201267	4666332	Salmonella enterica;100.0%	92	13947	4	Wangata	D1	Wangata	9	209530	168302	168302	168302	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992825	ILLUMINA	Paired	150	ERX2995237	_	NA
SAL_VA2953AA	17-SWA-Q18_S78	ERR2992824;ILLUMINA;Paired;150;ERX2995236;;	SAL_VA2953AA	Human	Human	Homo sapiens; stool	2017	3	NA	NA	Oceania	Australia	NA	NA	NA	NA	NA	NA	Wangata	I	NA	NA	NA	UNIVERSITY OF SYDNEY	NA	PRJEB30345	ERP112798	SAMEA5175542	ERS2983249	2019-02-09	2019-02-08	523	433	Wangata	ND	Assembled	115	201105	4663327	Salmonella enterica;100.0%	85	12814	4	Wangata	D1	Wangata	9	209520	168305	168305	129155	71865	7453	7453	7453	7453	7453	7453	7453	106	2	2	university of sydney	ERR2992824	ILLUMINA	Paired	150	ERX2995236	_	NA
