snp-dists 0.6.3,SIML_2017_04,MD_7_B2,MD_6_A8,MD_6_D11,SG19_233_Sal,ISLHD_2017_16_S87,ISLHD_2018_16_S105,MD_6_G10,SIML_2019_06,ISLHD_2018_17_S106,MD_6_F10,ISLHD_2019_20,ISLHD_2018_4_S93,ISLHD_2017_12_S83,ISLHD_2017_1_S76,Seagull_18_220_S109,SG19_238_Sal,Seagull_18_206_S47,MD_6_G9,ISLHD_2019_14,SIML_2017_07,ISLHD_2018_11_S100,MD_6_G11,SIML_2017_21,SIML_2019_14,ISLHD_2017_10_S81,MD_7_D2,MD_7_F2,ISLHD_2017_6_S119,ISLHD_2018_2_S91,MD_6_A11,SIML_2017_16,Seagull_18_255_S68,MD_6_E8,Seagull_18_163_1_S37,Seagull_18_172_S40,ISLHD_2019_17,W_1_D11,MD_7_G1,SG19_397_Sal,SG19_084_Sal,ISLHD_2019_30,W_1_F11,SIML_2017_13,SG19_284_Sal,ISLHD_2018_15_S104,ISLHD_2019_09,W_1_C11,SG19_288_Sal,MD_6_H10,MD_7_H2,ISLHD_2019_06,W_1_H11,MD_6_D9,SG19_182_Sal,SG19_298_Sal,SIML_2017_24,ISLHD_2019_27,SIML_2017_17,MD_6_H8,ISLHD_2017_14_S85,ISLHD_2019_15,MD_6_C10,SIML_2017_22,MD_6_B9,SIML_2017_18,ISLHD_2017_9_S80,ISLHD_2019_29,MD_6_C9,ISLHD_2019_28,SG19_380_Sal,MD_6_C12,MD_6_H11,SIML_2019_09,MD_6_F12,ISLHD_2018_5_S94,SG19_334_Sal,ISLHD_2019_03,MD_7_A2,Seagull_18_96_1_S14,ISLHD_2017_11_S82,MD_7_A1,ISLHD_2019_22,Seagull_18_124_1_S26,SIML_2019_04,ISLHD_2019_19,SIML_2017_02,SIML_2017_10,SG19_269_Sal,ISLHD_2018_6_S95,ISLHD_2017_8_S79,ISLHD_2017_2_S116,ISLHD_2017_18_S89,SIML_2017_08,W_1_B11,SIML_2019_11,SIML_2017_01,ISLHD_2017_7_S78,SIML_2019_15,MD_6_H9,SG19_171_Sal,MD_6_A9,SIML_2017_05,MD_7_G2,Seagull_18_240_1_S58,ISLHD_2019_18,MD_7_F1,ISLHD_2019_16,ISLHD_2019_10,ISLHD_2019_08,Seagull_18_132_1_S29,ISLHD_2018_10_S99,SIML_2019_13,W_1_G11,Seagull_18_90_1_S9,ISLHD_2017_15_S86,ISLHD_2019_23,ISLHD_2018_3_S92,SG19_400_Sal,SG19_116_05_E_coli,ISLHD_2017_3_S117,MD_6_B12,ISLHD_2018_12_S101,MD_6_B8,Seagull_18_165_S107,MD_6_A12,MD_6_E12,MD_6_B10,ISLHD_2018_9_S98,MD_6_F9,ISLHD_2019_01,ISLHD_2019_11,MD_7_A3,ISLHD_2017_17_S88,SIML_2019_07,ISLHD_2019_12,ISLHD_2018_8_S97,MD_6_C8,MD_6_E11,W_1_E11,SIML_2019_08,ISLHD_2017_5_S77,MD_6_D8,ISLHD_2019_13,MD_7_C2,MD_7_C1,MD_7_E2,MD_6_D12,MD_6_E9,MD_6_E10,ISLHD_2017_13_S84,SIML_2017_23,ISLHD_2019_07,SG19_116_Sal,SIML_2017_14,SIML_2019_03,ISLHD_2019_24,ISLHD_2018_7_S96,SIML_2019_10,SIML_2019_12,SIML_2017_06,SG19_292_Sal,ISLHD_2019_21,SIML_2017_15,SG19_327_Sal,ISLHD_2017_4_S118,SIML_2017_09,SIML_2017_03,MD_6_C11,Seagull_18_100_1_S16,ISLHD_2019_05,ISLHD_2019_04,SIML_2017_11,ISLHD_2018_13_S102,Seagull_18_117_1_S21,ISLHD_2019_02,MD_6_F8,ISLHD_2019_25,SIML_2017_19,ISLHD_2018_14_S103,MD_6_H7,MD_6_G8,MD_6_F11,SIML_2019_05,MD_6_B11,MD_7_B1,Seagull_18_190_1_S42,SIML_2019_02,ISLHD_2018_1_S90,MD_7_D1,ISLHD_2019_26
ISLHD_2017_2_S116,28123,28410,28404,28404,28974,28346,28415,28403,28469,34095,28409,33,29491,30011,27946,28653,29664,28653,28404,28517,29490,28323,39934,40028,29945,34689,28523,34157,31006,27528,28404,29453,28653,28106,28654,28654,33486,33492,34156,34899,30057,29954,33487,33478,30860,28374,33492,29079,30065,33911,29951,28403,34093,39862,28962,33501,33060,29944,28523,36360,180,28536,28411,28415,28517,28408,28408,27514,39862,28463,28340,28409,28404,29494,29942,28603,28978,30001,28405,30021,28345,28404,39875,39799,29488,39474,30930,27664,40314,29807,39926,0,28458,40347,30942,28122,29453,27674,30007,106,28431,28403,28469,30933,28654,30007,28407,34094,28449,28123,31529,28338,28464,28774,28653,29495,30005,28461,28340,28974,28347,28520,34098,28409,28654,28626,29942,28410,28410,34097,30938,34097,34225,30006,39815,33481,28108,28112,28410,29080,28361,30012,28409,33488,28404,28524,36360,34156,28629,36361,30007,28322,40347,28974,35284,130642,29590,28333,29494,29480,28410,34900,28341,29490,34500,39894,27550,28413,28417,28474,30931,30853,34183,34511,28653,28411,28800,29703,28411,30001,28112,28403,36777,28340,28403,34505,28767,184,28411,29942,27603
ISLHD_2017_18_S89,14542,484,476,476,27681,360,483,475,26219,32368,483,28455,28330,28048,27353,729,1528,729,476,357,28329,156,39412,39018,28598,33792,369,32388,29941,27055,476,28295,729,14517,730,730,33662,33668,32387,33002,28482,28607,33663,33644,29829,455,33668,26762,28488,31786,28604,471,32366,39011,27815,33679,33569,28598,367,35738,28553,376,485,493,361,480,480,27042,39011,347,355,483,476,28333,28595,26270,27685,28048,477,28133,361,476,39022,38887,28329,39521,29867,26971,39731,27368,39062,28458,0,39642,29885,8371,28295,26978,28044,28523,499,475,353,29868,730,28044,479,32367,27030,14544,30054,353,348,26202,729,28333,28043,248,355,27681,459,364,32371,483,730,26859,28595,484,483,32370,29873,32370,32457,28043,39423,33647,14529,14535,484,26763,475,28046,483,33664,476,370,35738,32387,26862,35739,28044,155,39644,27681,33273,130241,27592,188,28333,28319,480,33003,355,28329,33607,39283,27085,491,491,358,29866,29822,32415,33618,729,489,26222,27477,483,28038,14535,475,36158,355,475,33612,615,28477,489,28595,28141
SIML_2017_08,39862,39826,39818,39818,40325,39761,39826,39818,39825,37458,39825,40344,40264,39625,39460,40059,40857,40059,39819,39698,40264,39735,24039,23397,39362,37543,39711,37062,38566,40213,39819,40234,40059,39851,40060,40060,38521,38529,37061,37530,39246,39369,38522,38515,38551,39786,38529,39317,39254,37563,39368,39814,37456,24364,40670,38539,38310,39362,39706,41504,40443,39717,39827,39832,39704,39823,39823,40199,24364,39648,39754,39825,39819,40267,39359,39750,40329,39615,39820,39598,39762,39819,24381,23732,40265,25036,38493,40125,15456,39798,24427,40347,39642,0,40022,40083,40234,40132,39621,40413,39838,39818,39654,38494,40060,39621,39822,37457,40366,39866,40077,39752,39647,39931,40059,40271,39617,39648,39754,40325,39760,39707,37461,39825,40060,40218,39359,39826,39826,37460,38499,37460,37131,39620,24544,38518,39853,39859,39826,39318,39776,39624,39825,38525,39819,39712,41504,37061,40221,41505,39621,39734,2,40325,37118,130363,39910,39746,40267,40255,39823,37531,39756,40265,37352,22448,40239,39830,39832,39659,38492,38544,37086,37365,40059,39828,39957,39795,39826,39617,39859,39818,41921,39752,39818,37358,39945,40365,39828,39359,40093
W_1_B11,29678,30065,30060,30060,28824,30006,30071,30059,29827,34182,30064,30939,31597,30312,30689,30309,31092,30309,30060,29943,31596,29979,39440,39904,31192,34877,29950,34026,31308,30543,30060,31564,30309,29663,30310,30310,35344,35352,34025,34657,31076,31199,35345,35338,31230,30026,35352,29962,31082,33484,31198,30057,34180,40320,30764,35364,34868,31192,29949,35473,31032,29962,30064,30077,29945,30064,30064,30532,40320,29873,30003,30064,30060,31600,31189,29733,28828,30302,30061,30478,30007,30060,40331,40159,31596,40713,31235,30455,40009,30654,40380,30942,29885,40022,0,30087,31564,30462,30308,31002,30085,30059,29879,31236,30310,30308,30063,34181,31036,29680,31423,30001,29872,30019,30309,31601,30305,29893,30003,28824,29985,29948,34185,30064,30310,30015,31189,30065,30067,34184,31241,34184,34094,30307,40266,35341,29665,29671,30065,29963,30001,30313,30064,35348,30060,29951,35473,34025,30018,35474,30308,29978,40022,28824,35013,130527,29968,29991,31600,31586,30066,34658,30001,31596,34684,40325,30569,30075,30075,29884,31234,31223,34055,34695,30309,30073,30036,29853,30067,30310,29671,30059,35896,30001,30059,34690,30195,30961,30073,31189,31350
SIML_2019_11,14176,8554,8546,8546,27849,8488,8553,8545,26224,32399,8553,28119,27996,27926,27751,8796,9598,8796,8546,8427,27995,8464,39749,39247,28558,33817,8439,32403,30124,27058,8546,27959,8796,14161,8797,8797,33650,33656,32402,33285,28442,28567,33651,33642,30015,8516,33656,26926,28450,31796,28564,8541,32397,39264,27721,33667,33815,28557,8435,36104,28217,8444,8555,8563,8431,8550,8550,27045,39264,8374,8481,8553,8546,27999,28555,26648,27853,27916,8547,28092,8489,8546,39275,39201,27995,39814,30049,26974,40150,27372,39326,28122,8371,40083,30087,0,27959,26981,27922,28187,8569,8545,8380,30050,8797,27922,8549,32398,26839,14178,30247,8481,8373,26044,8796,27999,27919,8376,8481,27849,8486,8434,32402,8553,8797,26871,28555,8554,8553,32401,30055,32401,32470,27921,39721,33645,14163,14169,8554,26927,8502,27926,8553,33652,8546,8440,36104,32402,26874,36105,27922,8463,40083,27849,33662,130407,27482,8476,27999,27985,8550,33286,8483,27995,33632,39713,27088,8561,8561,8385,30048,30008,32430,33643,8796,8559,26064,27367,8553,27916,14169,8545,36525,8479,8545,33637,8682,28141,8559,28555,28250
SIML_2017_01,27640,28249,28245,28245,29131,28185,28252,28244,28845,32595,28248,29450,292,29340,28840,28490,29509,28490,28245,28354,291,28161,40267,40140,31035,33647,28362,32646,30699,29009,28245,39,28490,27627,28491,28491,33098,33104,32645,33426,31148,31042,33099,33090,30598,28213,33104,28622,31153,32918,31041,28240,32593,39575,28296,33113,33097,31035,28364,35560,29547,28373,28250,28264,28358,28249,28248,28999,39575,28303,28180,28248,28245,295,31032,28628,29135,29331,28246,28791,28186,28245,39588,39906,291,38977,30624,29150,40002,28864,39635,29453,28295,40234,31564,27959,0,29159,29336,29515,28269,28244,28309,30625,28491,29336,28248,32594,28967,27644,31142,28178,28304,28009,28490,298,29335,28298,28180,29131,28187,28361,32598,28248,28491,28682,31032,28249,28251,32597,30630,32597,32716,29335,40016,33093,27629,27635,28249,28623,28203,29339,28248,33100,28245,28363,35560,32645,28685,35561,29336,28160,40234,29131,34292,130508,29194,28174,295,281,28247,33427,28182,291,33457,40364,29036,28262,28262,28314,30623,30591,32676,33468,28490,28260,28031,29307,28252,29332,27635,28244,35979,28180,28244,33462,28604,29475,28260,31032,24139
ISLHD_2017_7_S78,27160,27158,27155,27155,28458,27091,27162,27154,27963,32700,27157,27671,29192,28265,29077,27396,28191,27396,27155,27036,29191,27074,39834,39380,30124,34466,27043,32582,30100,394,27155,29159,27396,27145,27397,27397,33706,33712,32581,33285,30008,30131,33707,33698,30056,27124,33712,27918,30014,32233,30130,27150,32698,39175,28531,33724,33823,30124,27046,35946,27766,27055,27159,27172,27040,27159,27159,389,39175,26979,27088,27157,27155,29193,30121,27469,28462,28255,27156,29275,27092,27155,39189,39146,29191,39810,30027,16,40069,28146,39235,27674,26978,40132,30462,26981,29159,0,28261,27738,27176,27154,26985,30028,27397,28261,27158,32699,28849,27162,30670,27086,26980,27826,27396,29196,28256,26978,27088,28458,27091,27043,32703,27157,27397,28137,30121,27158,27161,32702,30033,32702,32650,28260,39496,33701,27147,27153,27158,27919,27105,28264,27157,33708,27155,27044,35946,32581,28140,35947,28261,27073,40132,28458,33807,130597,27439,27084,29193,29181,27159,33286,27086,29191,34276,39749,130,27170,27172,26990,30026,30049,32611,34289,27396,27168,27847,27324,27162,28255,27153,27154,36364,27088,27154,34281,27282,27693,27168,30121,28919
SIML_2019_15,27811,28001,27994,27994,28676,27934,28001,27993,28775,32166,28000,30004,29376,10,29132,28242,29260,28242,27994,28103,29375,27911,39229,38765,30240,33422,28114,32168,30012,28112,27994,29336,28242,27786,28243,28243,33595,33601,32167,33223,30353,30249,33596,33577,29935,27966,33601,28196,30362,32011,30246,27989,32164,39170,29178,33613,33589,30240,28113,35881,30096,28122,28002,28006,28107,27998,27998,28099,39170,28047,27929,28000,27994,29379,30237,27900,28680,28,27995,29693,27935,27994,39181,39087,29375,39683,29940,28252,39625,28706,39219,30007,28044,39621,30308,27922,29336,28261,0,30066,28017,27993,28053,29941,28243,6,27997,32165,29160,27813,30742,27927,28048,27997,28242,29381,209,28047,27929,28676,27931,28110,32169,28000,28243,28311,30237,28001,28001,32168,29946,32168,32235,5,39299,33580,27798,27803,28001,28197,27947,11,28000,33597,27994,28115,35881,32167,28314,35882,6,27910,39621,28676,33636,130373,28143,27921,29379,29365,27998,33224,27929,29375,33231,39840,28138,28004,28002,28058,29939,29928,32196,33242,28242,28002,28022,28256,28001,92,27803,27993,36300,27929,27993,33236,28356,30028,28002,30237,29694
MD_6_H9,28186,28475,28469,28469,29034,28411,28480,28468,28529,34160,28474,97,29553,30070,28005,28718,29729,28718,28469,28582,29552,28388,39996,40092,30004,34747,28588,34219,30926,27592,28469,29515,28718,28170,28719,28719,33546,33552,34218,34964,30116,30013,33547,33538,30918,28439,33552,29137,30124,33976,30010,28468,34158,39923,29021,33561,33119,30005,28588,36425,98,28601,28476,28480,28582,28473,28473,27578,39923,28528,28405,28474,28469,29556,30001,28662,29038,30060,28470,30081,28410,28469,39936,39860,29550,39535,30988,27728,40380,29867,39846,106,28523,40413,31002,28187,29515,27738,30066,0,28496,28468,28534,30991,28719,30066,28472,34159,28509,28187,31451,28403,28529,28832,28718,29557,30064,28526,28405,29034,28412,28585,34163,28474,28719,28682,30001,28475,28475,34162,30996,34162,34147,30065,39883,33541,28172,28176,28475,29138,28426,30071,28474,33548,28469,28589,36425,34218,28685,36426,30066,28387,40413,29034,35344,130705,29650,28398,29556,29542,28475,34965,28406,29552,34558,39960,27614,28478,28482,28539,30989,30911,34245,34569,28718,28476,28858,29763,28476,30060,28176,28468,36842,28405,28468,34563,28832,254,28476,30001,27661
SG19_171_Sal,14513,169,161,161,27659,389,168,160,26189,32337,168,28428,28304,28021,27317,518,1441,518,161,270,28303,363,39601,38983,28567,33758,282,32583,29904,27025,161,28269,518,14488,519,519,33857,33863,32582,32974,28679,28576,33858,33839,29792,424,33863,26960,28685,31981,28573,156,32335,38972,27790,33874,33765,28567,280,35701,28526,289,170,314,274,165,165,27012,38972,544,384,168,161,28307,28564,26238,27663,28021,162,28101,390,161,38983,38849,28303,39486,29830,27169,39920,27564,39023,28431,499,39838,30085,8569,28269,27176,28017,28496,0,160,550,29831,519,28017,164,32336,26998,14515,30018,382,545,26173,518,28307,28016,505,384,27659,428,277,32340,168,519,26831,28564,169,168,32339,29836,32339,32652,28016,39386,33842,14500,14506,169,26961,444,28019,168,33859,161,283,35701,32582,26834,35702,28017,362,39838,27659,33239,130439,27564,375,28307,28293,165,32975,384,28303,33573,39249,27055,312,312,555,29829,29785,32610,33584,518,310,26193,27677,168,28011,14506,160,36121,384,160,33578,632,28450,310,28564,28118
MD_6_A9,14488,49,1,1,27635,365,56,0,26166,32316,48,28400,28279,27997,27295,494,1281,494,1,162,28278,339,39581,38960,28541,33737,162,32560,29881,27003,1,28244,494,14463,495,495,33835,33841,32559,32950,28653,28550,33836,33817,29769,400,33841,26938,28659,31958,28547,48,32314,38949,27762,33852,33746,28541,140,35681,28498,177,50,290,114,5,5,26990,38949,520,360,48,1,28282,28538,26214,27639,27997,2,28080,366,1,38960,38826,28278,39463,29807,27147,39900,27542,39000,28403,475,39818,30059,8545,28244,27154,27993,28468,160,0,526,29808,495,27993,4,32315,26974,14490,29996,358,521,26151,494,28282,27992,481,360,27635,404,117,32319,48,495,26805,28538,49,30,32318,29813,32318,32629,27992,39363,33820,14475,14481,49,26939,420,27995,48,33837,1,163,35681,32559,26808,35682,27993,338,39818,27635,33219,130417,27536,351,28282,28268,57,32951,360,28278,33552,39225,27033,288,288,531,29806,29762,32587,33563,494,286,26171,27649,28,27987,14481,0,36101,360,0,33557,608,28422,286,28538,28094
SIML_2017_05,14553,535,527,527,27691,471,534,526,26223,32379,534,28466,28344,28057,27363,780,1578,780,527,408,28343,445,39419,39023,28607,33802,420,32397,29944,27062,527,28309,780,14528,781,781,33671,33677,32396,33014,28491,28616,33672,33653,29832,506,33677,26778,28497,31795,28613,522,32377,39018,27825,33688,33579,28607,418,35742,28564,427,536,544,412,531,531,27049,39018,18,466,534,527,28347,28604,26278,27695,28057,528,28144,472,527,39029,38893,28343,39530,29870,26978,39741,27376,39069,28469,353,39654,29879,8380,28309,26985,28053,28534,550,526,0,29871,781,28053,530,32378,27038,14555,30062,464,19,26210,780,28347,28052,359,466,27691,156,415,32382,534,781,26866,28604,535,534,32381,29876,32381,32466,28052,39430,33656,14540,14546,535,26779,156,28055,534,33673,527,421,35742,32396,26869,35743,28053,444,39654,27691,33284,130224,27609,457,28347,28333,531,33015,466,28343,33617,39294,27092,542,542,29,29869,29825,32424,33628,780,540,26230,27494,534,28047,14546,526,36162,466,526,33622,666,28488,540,28604,28156
MD_7_G2,29548,29815,29808,29808,30050,29755,29818,29808,29430,31074,29814,30930,30663,29945,29851,30049,31066,30049,29809,29920,30662,29732,38500,38065,28662,32238,29928,31887,89,29877,29809,30625,30049,29533,30050,30050,32810,32816,31886,32113,28774,28671,32811,32802,462,29777,32816,28407,28780,30607,28668,29806,31072,38719,30862,32828,32568,28663,29925,35797,31019,29937,29816,29826,29922,29813,29813,29868,38719,29865,29750,29814,29809,30666,28659,28682,30054,29935,29810,30008,29756,29809,38736,38440,30662,39359,7,30021,38388,29946,38783,30933,29868,38494,31236,30050,30625,30028,29941,30991,29831,29808,29871,0,30050,29941,29812,31073,30524,29550,30650,29748,29864,29428,30049,30669,29938,29868,29750,30050,29749,29925,31077,29814,30050,29653,28659,29815,29815,31076,19,31076,31952,29940,38809,32805,29534,29541,29815,28408,29765,29946,29814,32812,29809,29929,35797,31886,29656,35798,29941,29731,38494,30050,32238,130470,29893,29742,30666,30652,29815,32114,29752,30662,32049,38231,29907,29824,29824,29876,12,455,31915,32060,30049,29822,29456,30006,29816,29935,29541,29808,36212,29748,29808,32055,30163,30954,29822,28659,30376
Seagull_18_240_1_S58,14742,504,496,496,27883,620,503,495,26414,32564,503,28651,28526,28247,27543,1,1775,1,496,605,28525,594,39823,39205,28788,33978,617,32811,30123,27246,496,28491,1,14717,2,2,34080,34086,32810,33197,28900,28797,34081,34062,30011,655,34086,27190,28906,32208,28794,491,32562,39189,28014,34097,33989,28788,615,35928,28749,624,505,545,609,500,500,27233,39189,775,615,503,496,28529,28785,26462,27887,28247,497,28329,621,496,39200,39062,28525,39705,30049,27390,40143,27789,39240,28654,730,40060,30310,8797,28491,27397,28243,28719,519,495,781,30050,0,28243,499,32563,27215,14744,30243,613,776,26399,1,28529,28242,736,615,27883,659,612,32567,503,2,27055,28785,504,503,32566,30055,32566,32880,28242,39605,34065,14729,14735,504,27191,675,28245,503,34082,496,618,35928,32810,27058,35929,28243,593,40060,27883,33469,130647,27789,606,28529,28515,500,33198,615,28525,33793,39467,27276,543,543,786,30048,30004,32838,33804,1,541,26419,27902,503,28237,14735,495,36348,615,495,33798,115,28673,541,28785,28338
ISLHD_2019_18,27811,28001,27994,27994,28676,27934,28001,27993,28775,32166,28000,30004,29376,4,29132,28242,29260,28242,27994,28103,29375,27911,39229,38765,30240,33422,28114,32168,30012,28112,27994,29336,28242,27786,28243,28243,33595,33601,32167,33223,30353,30249,33596,33577,29935,27966,33601,28196,30362,32011,30246,27989,32164,39170,29178,33613,33589,30240,28113,35881,30096,28122,28002,28006,28107,27998,27998,28099,39170,28047,27929,28000,27994,29379,30237,27900,28680,28,27995,29693,27935,27994,39181,39087,29375,39683,29940,28252,39625,28706,39219,30007,28044,39621,30308,27922,29336,28261,6,30066,28017,27993,28053,29941,28243,0,27997,32165,29160,27813,30742,27927,28048,27997,28242,29381,209,28047,27929,28676,27931,28110,32169,28000,28243,28311,30237,28001,28001,32168,29946,32168,32235,5,39299,33580,27798,27803,28001,28197,27947,11,28000,33597,27994,28115,35881,32167,28314,35882,0,27910,39621,28676,33636,130373,28143,27921,29379,29365,27998,33224,27929,29375,33231,39840,28138,28004,28002,28058,29939,29928,32196,33242,28242,28002,28022,28256,28001,92,27803,27993,36300,27929,27993,33236,28356,30028,28002,30237,29694
MD_7_F1,14492,53,5,5,27639,369,60,4,26170,32320,52,28404,28283,28001,27299,498,1285,498,5,166,28282,343,39585,38964,28545,33741,166,32564,29885,27007,5,28248,498,14467,499,499,33839,33845,32563,32954,28657,28554,33840,33821,29773,404,33845,26942,28663,31962,28551,52,32318,38953,27766,33856,33750,28545,144,35685,28502,181,54,294,118,7,9,26994,38953,524,364,52,5,28286,28542,26218,27643,28001,6,28084,370,3,38964,38830,28282,39467,29811,27151,39904,27546,39004,28407,479,39822,30063,8549,28248,27158,27997,28472,164,4,530,29812,499,27997,0,32319,26978,14494,30000,362,525,26155,498,28286,27996,485,364,27639,408,121,32323,52,499,26809,28542,53,34,32322,29817,32322,32633,27996,39367,33824,14479,14485,53,26943,424,27999,52,33841,3,167,35685,32563,26812,35686,27997,342,39822,27639,33223,130420,27540,355,28286,28272,61,32955,364,28282,33556,39229,27037,292,292,535,29810,29766,32591,33567,498,290,26175,27653,32,27991,14485,4,36105,364,4,33561,612,28426,290,28542,28098
ISLHD_2019_16,32139,32323,32316,32316,32733,32258,32323,32315,32896,9,32322,34091,32626,32169,33922,32562,33581,32562,32316,32425,32625,32233,37991,37130,32765,31700,32436,28939,31147,32552,32316,32594,32562,32126,32563,32563,30468,30476,28938,29644,32876,32772,30471,30462,31122,32281,30476,33400,32885,15678,32771,32311,7,37110,33426,30487,30858,32764,32433,35962,34191,32442,32324,32329,32429,32320,32318,32543,37110,32372,32254,32322,32316,32627,32762,33123,32737,32159,32317,32843,32259,32316,37122,36788,32625,37631,31072,32692,37354,32667,37173,34094,32367,37457,34181,32398,32594,32699,32165,34159,32336,32315,32378,31073,32563,32165,32319,0,32641,32141,33416,32252,32371,32418,32562,32632,32170,32371,32254,32733,32256,32432,12,32322,32563,32736,32762,32323,32323,11,31078,11,29008,32164,37446,30465,32128,32132,32323,33401,32272,32168,32322,30472,32316,32437,35962,28938,32739,35963,32165,32232,37457,32733,30831,130491,33057,32247,32627,32615,32320,29645,32253,32625,31509,37480,32578,32327,32329,32383,31071,31115,28967,31522,32562,32325,32442,33170,32323,32167,32132,32315,36376,32252,32315,31514,32676,34117,32325,32762,33372
ISLHD_2019_10,26275,26981,26975,26975,28622,26918,26982,26974,28234,32642,26980,28446,29004,29164,28149,27214,28232,27214,26975,27084,29003,26892,40391,39788,28698,35347,27094,32950,30596,28697,26975,28967,27214,26258,27215,27215,33280,33286,32949,33315,28810,28705,33281,33272,30537,26943,33286,28496,28820,33285,28704,26970,32640,39809,27977,33295,33201,28698,27092,35817,28539,27101,26982,26980,27088,26979,26977,28685,39809,27032,26911,26980,26975,29005,28695,27285,28626,29155,26976,28710,26917,26975,39821,39744,29001,40317,30523,28842,40269,28773,39869,28449,27030,40366,31036,26839,28967,28849,29160,28509,26998,26974,27038,30524,27215,29160,26978,32641,0,26275,31130,26909,27031,27421,27214,29010,29159,27033,26911,28622,26916,27091,32645,26980,27215,28174,28695,26981,26981,32644,30529,32644,33018,29159,40228,33275,26260,26266,26981,28497,26932,29165,26980,33282,26975,27095,35817,32949,28177,35818,29160,26891,40366,28622,34684,130918,28405,26904,29005,28993,26979,33316,26913,29003,35154,40311,28728,26978,26982,27043,30522,30530,32978,35163,27214,26976,27445,28518,26982,29154,26266,26974,36244,26909,26974,35160,27328,28470,26976,28695,27968
ISLHD_2019_08,74,14498,14491,14491,27190,14433,14499,14490,26058,32142,14497,28120,27681,27817,26636,14743,15763,14743,14491,14601,27680,14409,39566,38836,28618,33782,14611,32369,29622,27011,14491,27644,14743,53,14744,14744,33600,33606,32368,32743,28730,28627,33601,33592,29549,14462,33606,26695,28738,31923,28624,14487,32140,38822,27356,33617,33541,28618,14609,35841,28217,14618,14499,14509,14604,14495,14495,26999,38822,14549,14430,14497,14491,27684,28615,25461,27194,27807,14492,27922,14434,14491,38833,38712,27680,39304,29549,27155,39842,27345,38882,28123,14544,39866,29680,14178,27644,27162,27813,28187,14515,14490,14555,29550,14744,27813,14494,32141,26275,0,29904,14428,14548,25776,14743,27684,27814,14549,14430,27190,14433,14607,32145,14497,14744,26534,28615,14498,14499,32144,29555,32144,32437,27812,39336,33595,37,43,14498,26696,14449,27815,14497,33602,14491,14612,35841,32368,26537,35842,27813,14408,39866,27190,33309,130379,27361,14421,27684,27670,14496,32744,14430,27680,33597,39034,27041,14507,14507,14560,29548,29542,32396,33608,14743,14505,25797,27474,14498,27807,43,14490,36261,14428,14490,33602,14857,28141,14505,28615,27738
Seagull_18_132_1_S29,29901,30002,29996,29996,30038,29941,30004,29996,30410,33417,30001,31526,31179,30746,31294,30242,31259,30242,29997,30105,31178,29918,39800,39650,31784,34394,30114,34040,30587,30522,29997,31142,30242,29885,30243,30243,34753,34759,34039,33912,31895,31793,34754,34745,30607,29967,34759,30496,31905,33183,31790,29992,33415,39838,31123,34771,34568,31785,30113,34664,31477,30122,30001,30011,30109,30001,30001,30511,39838,30056,29937,30001,29997,31182,31781,30164,30042,30737,29998,30805,29940,29997,39851,39532,31178,40131,30649,30663,40124,30632,39761,31529,30054,40077,31423,30247,31142,30670,30742,31451,30018,29996,30062,30650,30243,30742,30000,33416,31130,29904,0,29935,30055,30441,30242,31184,30740,30056,29937,30038,29941,30112,33420,30001,30243,30304,31781,30002,30004,33419,30655,33419,33968,30741,39707,34748,29889,29894,30002,30497,29955,30747,30001,34755,29997,30115,34664,34039,30307,34665,30742,29917,40077,30038,34016,130155,30830,29930,31182,31168,30001,33913,29938,31178,34203,39560,30550,30009,30009,30067,30648,30600,34067,34214,30242,30007,30462,30942,30004,30738,29894,29996,35081,29935,29996,34209,30355,31548,30007,31781,30785
ISLHD_2018_10_S99,14426,367,359,359,27567,51,366,358,26101,32253,366,28335,28213,27931,27233,612,1639,612,359,468,28212,217,39519,38898,28480,33680,480,32497,29821,26935,359,28178,612,14401,613,613,33771,33777,32496,32886,28592,28489,33772,33753,29709,338,33777,26874,28598,31898,28486,354,32251,38893,27702,33788,33680,28480,478,35618,28433,487,368,374,472,363,363,26922,38893,458,6,366,359,28216,28477,26151,27571,27931,360,28018,52,359,38904,38769,28212,39402,29747,27079,39841,27478,38944,28338,353,39752,30001,8481,28178,27086,27927,28403,382,358,464,29748,613,27927,362,32252,26909,14428,29935,0,459,26081,612,28216,27926,167,6,27567,342,475,32256,366,613,26742,28477,367,366,32255,29753,32255,32566,27926,39304,33756,14413,14419,367,26875,358,27929,366,33773,359,481,35618,32496,26745,35619,27927,216,39752,27567,33155,130347,27478,229,28216,28202,363,32887,46,28212,33495,39161,26965,372,372,469,29746,29702,32524,33506,612,370,26101,27591,366,27921,14419,358,36038,6,358,33500,726,28357,370,28477,28025
