name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7
SRR14144498	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144471	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_05	senterica	32	aroC(17)	dnaN(18)	hemD(22)	hisD(17)	purE(5)	sucA(21)	thrA(19)
SRR14144630	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_09	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2019_21	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992758	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SIML_2017_18	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR12251280	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR7277795	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144496	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14143696	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_13	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR15299848	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR7911490	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR3476814	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR5639045	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR13370988	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2017_2_S116	senterica	43	aroC(2)	dnaN(14)	hemD(24)	hisD(14)	purE(2)	sucA(19)	thrA(8)
SRR14144429	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR15366210	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476841	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992808	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
Seagull_18_163_1_S37	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR10799805	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2018_9_S98	senterica	2089	aroC(10)	dnaN(7)	hemD(12)	hisD(590)	purE(5)	sucA(9)	thrA(2)
MD_7_C2	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144485	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992772	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ISLHD_2018_10_S99	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7850524	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
MD_7_D1	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
SRR13430547	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992823	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR3476829	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144385	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4449985	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
MD_6_G9	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992755	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2193140	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR12362761	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR4774256	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14145180	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
Seagull_18_165_S107	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7523664	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144507	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419683	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_29	senterica	29	aroC(16)	dnaN(16)	hemD(20)	hisD(18)	purE(8)	sucA(12)	thrA(18)
SRR3476848	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_16_S105	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
Seagull_18_172_S40	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_D10	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_6_S95	senterica	155	aroC(10)	dnaN(60)	hemD(58)	hisD(66)	purE(6)	sucA(65)	thrA(16)
ISLHD_2019_01	senterica	32	aroC(17)	dnaN(18)	hemD(22)	hisD(17)	purE(5)	sucA(21)	thrA(19)
SRR8524687	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14143111	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144328	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR1645501	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14716908	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7426887	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR3476844	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476833	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
Seagull_18_117_2_S22	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992763	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14144490	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_E11	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_23	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_A9	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476804	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
Seagull_18_90_2_S10	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145145	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144204	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_E9	senterica	377	aroC(2)	dnaN(59)	hemD(23)	hisD(64)	purE(38)	sucA(61)	thrA(122)
SRR3476798	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992782	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR3476812	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7414974	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992831	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2992774	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR7528149	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14145215	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_H10	senterica	365	aroC(130)	dnaN(97)	hemD(25)	hisD(125)	purE(84)	sucA(9)	thrA(101)
ERR2992822	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14143035	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
SRR14145191	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR8701093	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2017_11_S82	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_17	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7277801	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR6321788	senterica	292	aroC(104)	dnaN(100)	hemD(54)	hisD(78)	purE(104)	sucA(9)	thrA(48)
SIML_2019_08	senterica	34	aroC(10)	dnaN(19)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145251	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2017_17_S88	senterica	424	aroC(143)	dnaN(31)	hemD(18)	hisD(143)	purE(5)	sucA(142)	thrA(22)
MD_6_A8	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992809	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14143235	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
SRR3476834	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR12995211	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2017_1_S76	senterica	408	aroC(2)	dnaN(2)	hemD(9)	hisD(7)	purE(134)	sucA(19)	thrA(86)
ERR2992764	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14144112	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
Seagull_18_117_1_S21	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476849	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
Seagull_18_100_2_S17	senterica	34	aroC(10)	dnaN(19)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2017_18_S89	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4428951	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_E12	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
SRR9701220	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_11	senterica	14	aroC(7)	dnaN(6)	hemD(8)	hisD(8)	purE(7)	sucA(8)	thrA(13)
MD_7_G1	senterica	14	aroC(7)	dnaN(6)	hemD(8)	hisD(8)	purE(7)	sucA(8)	thrA(13)
SRR14145201	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992759	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SIML_2017_21	senterica	447	aroC(13)	dnaN(127)	hemD(92)	hisD(113)	purE(114)	sucA(107)	thrA(4)
SRR14144448	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144314	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145271	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_17_S106	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR1645493	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992795	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14144316	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476796	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR9626915	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR1645492	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_3_S92	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR10520184	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
ISLHD_2018_2_S91	senterica	29	aroC(16)	dnaN(16)	hemD(20)	hisD(18)	purE(8)	sucA(12)	thrA(18)
ISLHD_2019_04	senterica	32	aroC(17)	dnaN(18)	hemD(22)	hisD(17)	purE(5)	sucA(21)	thrA(19)
SRR3476835	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144959	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7885242	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992748	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2992786	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2992760	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR4419669	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_06	senterica	166	aroC(5)	dnaN(14)	hemD(6)	hisD(12)	purE(5)	sucA(14)	thrA(58)
SRR14144187	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144444	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419690	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144420	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476824	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992805	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR4419688	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_334_Sal	senterica	1792	aroC(14)	dnaN(210)	hemD(8)	hisD(14)	purE(38)	sucA(19)	thrA(102)
SRR3476807	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419674	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14143105	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_7_A2	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR1969362	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992776	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR3476818	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476802	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992750	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR3476820	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7480355	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR1965714	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992767	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SG19_284_Sal	senterica	32	aroC(17)	dnaN(18)	hemD(22)	hisD(17)	purE(5)	sucA(21)	thrA(19)
SRR3323018	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419678	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_01	senterica	11	aroC(5)	dnaN(2)	hemD(3)	hisD(7)	purE(6)	sucA(6)	thrA(11)
SRR14144482	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992806	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
W_1_F11	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992818	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR3476823	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145282	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144484	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992826	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SIML_2017_07	senterica	11	aroC(5)	dnaN(2)	hemD(3)	hisD(7)	purE(6)	sucA(6)	thrA(11)
SRR16641485	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SIML_2019_03	senterica	2055	aroC(378)	dnaN(26)	hemD(30)	hisD(55)	purE(21)	sucA(28)	thrA(28)
ERR2992770	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
MD_6_A12	senterica	377	aroC(2)	dnaN(59)	hemD(23)	hisD(64)	purE(38)	sucA(61)	thrA(122)
SIML_2017_20	senterica	-	aroC(2)	dnaN(14)	hemD(757?)	hisD(1487?)	purE(76)	sucA(9)	thrA(85)
ERR2992789	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2992790	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ERR2992803	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR3476792	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_D8	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992833	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14144475	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_8_S97	senterica	50	aroC(5)	dnaN(21)	hemD(18)	hisD(9)	purE(6)	sucA(12)	thrA(17)
SRR14144986	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR4419691	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144445	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7475312	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14145027	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144323	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_11_S100	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ERR2992753	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR7885274	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
SRR14145218	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14143051	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2017_14_S85	senterica	43	aroC(2)	dnaN(14)	hemD(24)	hisD(14)	purE(2)	sucA(19)	thrA(8)
SRR14145031	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR9274357	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14143148	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_D9	senterica	343	aroC(11)	dnaN(10)	hemD(25)	hisD(118)	purE(10)	sucA(13)	thrA(4)
ISLHD_2018_5_S94	senterica	2462	aroC(2)	dnaN(2)	hemD(9)	hisD(7)	purE(105)	sucA(513)	thrA(86)
SRR3476803	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144565	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_24	senterica	469	aroC(92)	dnaN(107)	hemD(79)	hisD(156)	purE(64)	sucA(151)	thrA(87)
MD_7_F1	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144432	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476805	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144325	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476793	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144957	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2017_8_S79	senterica	343	aroC(11)	dnaN(10)	hemD(25)	hisD(118)	purE(10)	sucA(13)	thrA(4)
MD_6_A11	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476817	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR5631610	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7257326	senterica	-	aroC(3)	dnaN(~3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2017_3_S117	senterica	34	aroC(10)	dnaN(19)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2017_19	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2018_4_S93	senterica	11	aroC(5)	dnaN(2)	hemD(3)	hisD(7)	purE(6)	sucA(6)	thrA(11)
SRR3476828	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7451048	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR8499323	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR3476839	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
