name	Metal	Virulence	Biocide	Heat
SRR14144635	golS,golT	iroB,iroC,sinH		
SRR3476795	golS,golT	iroB,iroC,sinH		
SIML_2017_10	golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	iroB,iroC,sinH		
SRR14144468	golS,golT	iroB,iroC,sinH		
ISLHD_2018_1_S90	golS,golT	iroB,iroC,sinH		
MD_6_H8	golS,golT	cdtB,iroB,iroC,sinH		
MD_7_A3	golS,golT	iroB,iroC,mchF,sinH		
SRR3476815	golS,golT	iroB,iroC,sinH		
SRR8366145	golS,golT	iroB,iroC,sinH		
ERR2992807	golS,golT	iroB,iroC,sinH		
ISLHD_2019_12	golS,golT	iroB,iroC,sinH		
ERR2992751	golS,golT	iroB,iroC,sinH		
SRR14145164	golS,golT	iroB,iroC,sinH		
ERR2992827	golS,golT	iroB,iroC,sinH		
SRR4774220	golS,golT	iroB,iroC,sinH		
SRR4419671	golS,golT	iroB,iroC,sinH		
SRR14145185	golS,golT	iroB,iroC,sinH		
SG19_292_Sal	golS,golT	iroB,iroC,sinH	qacEdelta1	
Seagull_18_240_1_S58	golS,golT	iroB,iroC,sinH		
SRR14143685	golS,golT	iroB,iroC,sinH		
SRR4419672	golS,golT	iroB,iroC,sinH		
SRR14145177	golS,golT	iroB,iroC,sinH		
SIML_2019_02	golS,golT	iroB,iroC,sinH		
ERR2992796	golS,golT	iroB,iroC,sinH		
SRR3476843	golS,golT	iroB,iroC,sinH		
ISLHD_2019_14	arsA,arsB,arsC,arsD,arsR,golS,golT	iroB,iroC,sinH		
SRR3476799	golS,golT	iroB,iroC,sinH		
SRR14144409	golS,golT	iroB,iroC,sinH		
ISLHD_2018_13_S102	golS,golT	iroB,iroC,sinH		
SRR3476808	golS,golT	iroB,iroC,sinH		
ERR2992810	golS,golT	iroB,iroC,sinH		
ERR2992797	golS,golT	iroB,iroC,sinH		
SRR7292872	golS,golT	iroB,iroC,sinH		
SIML_2017_03	golS,golT	iroB,iroC,sinH		
SRR14144389	golS,golT	iroB,iroC,sinH		
SRR3476832	golS,golT	iroB,iroC,sinH		
SRR8293799	golS,golT	iroB,iroC,sinH		
SG19_233_Sal	golS,golT	iroB,iroC,sinH		
SRR7299103	golS,golT	iroB,iroC,sinH		
ERR2992745	golS,golT	iroB,iroC,sinH		
SRR7351354	golS,golT	iroB,iroC,sinH		
Seagull_18_220_S109	golS,golT	iroB,iroC,sinH		
SRR15369634	golS,golT	iroB,iroC,sinH		
SRR14145108	golS,golT	iroB,iroC,sinH		
SRR3476836	golS,golT	iroB,iroC,sinH		
SRR10769917	golS,golT	iroB,iroC,sinH		
SG19_400_Sal	golS,golT	iroB,iroC,sinH		
SRR14144298	golS,golT	iroB,iroC,sinH		
W_1_H11	golS,golT	iroB,iroC,sinH		
SRR14144278	golS,golT	iroB,iroC,sinH		
SRR1645502	golS,golT	iroB,iroC,sinH		
SRR1645495	golS,golT	iroB,iroC,sinH		
MD_7_C1	golS,golT	iroB,iroC,sinH		
MD_6_E8	golS,golT	iroB,iroC,sinH		
MD_6_B8	golS,golT	iroB,iroC,sinH		
SRR7351520	golS,golT	iroB,iroC,sinH		
SRR14144372	golS,golT	iroB,iroC,sinH		
SRR14144489	golS,golT	iroB,iroC,sinH		
SIML_2017_04	golS,golT	iroB,iroC,sinH		
SRR15300017	golS,golT	iroB,iroC,sinH		
ISLHD_2018_14_S103	golS,golT	iroB,iroC,sinH		
SRR3476837	golS,golT	iroB,iroC,sinH		
SG19_238_Sal	golS,golT	iroB,iroC,sinH		
SRR14143755	golS,golT	iroB,iroC,sinH		
ISLHD_2017_10_S81	golS,golT	iroB,iroC,sinH		
ERR2992757	golS,golT	iroB,iroC,sinH		
SRR14145091	golS,golT	iroB,iroC,sinH		
MD_6_H7	golS,golT	iroB,iroC,sinH		
SRR13377290	golS,golT	iroB,iroC,sinH		
ISLHD_2019_19	golS,golT	cdtB,iroB,iroC,sinH		
SRR7157819	golS,golT	iroB,iroC,sinH	qacL	
ISLHD_2019_17	golS,golT	iroB,iroC,sinH		
SRR3476826	golS,golT	iroB,iroC,sinH		
ISLHD_2017_16_S87	golS,golT	iroB,iroC,sinH		
SRR3476801	golS,golT	iroB,iroC,sinH		
SRR8514761	golS,golT	iroB,iroC,sinH		
ISLHD_2018_15_S104	golS,golT	iroB,iroC,sinH		
SIML_2019_05	golS,golT	iroB,iroC,sinH		
ISLHD_2019_20	golS,golT	iroB,iroC,sinH		
SRR14143177	golS,golT	iroB,iroC,sinH		
SG19_116_Sal	golS,golT	iroB,iroC,sinH		
SRR14144443	golS,golT	iroB,iroC,sinH		
SRR14145208	golS,golT	iroB,iroC,sinH		
SRR3476806	golS,golT	iroB,iroC,sinH		
ERR2992780	golS,golT	iroB,iroC,sinH		
ERR2992781	golS,golT	iroB,iroC,sinH		
ERR2992791	golS,golT	iroB,iroC,sinH		
SRR3476816	golS,golT	iroB,iroC,sinH		
ERR2992793	golS,golT	iroB,iroC,sinH		
MD_6_C12	golS,golT	iroB,iroC,sinH		
SRR14144447	golS,golT	iroB,iroC,sinH		
SRR13403796	golS,golT	iroB,iroC,sinH		
SRR7480448	golS,golT	iroB,iroC,sinH		
SRR3476825	golS,golT	iroB,iroC,sinH		
SRR14144544	golS,golT	iroB,iroC,sinH		
SRR3476847	golS,golT	iroB,iroC,sinH		
SRR4419681	golS,golT	iroB,iroC,sinH		
W_1_D11	golS,golT	iroB,iroC,sinH		
ISLHD_2017_9_S80	golS,golT	iroB,iroC,sinH		
SRR14145029	golS,golT	iroB,iroC,sinH		
SRR7157827	golS,golT	iroB,iroC,sinH		
ERR2992777	golS,golT	iroB,iroC,sinH		
ISLHD_2019_23	golS,golT	iroB,iroC,sinH		
ERR2992762	golS,golT	iroB,iroC,sinH		
SRR1645500	golS,golT	iroB,iroC,sinH		
SRR14144130	golS,golT	iroB,iroC,sinH		
ERR2992804	golS,golT	iroB,iroC,sinH		
SRR15096549	golS,golT	iroB,iroC,sinH		
Seagull_18_89_S8	arsC,golS,golT,pcoS,terD,terW,terZ	iroB,iroC,sinH	qacE,qacG2	
SRR14144492	golS,golT	iroB,iroC,sinH		
SRR3476813	golS,golT	iroB,iroC,sinH		
SRR3476800	golS,golT	iroB,iroC,sinH		
SRR14145296	golS,golT	iroB,iroC,sinH		
ISLHD_2017_13_S84	golS,golT	iroB,iroC,sinH		
SIML_2017_08	golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	cdtB,iroB,iroC,sinH		
MD_7_A1	golS,golT	iroB,iroC,sinH		
SRR7298405	golS,golT	iroB,iroC,sinH		
MD_6_B12	golS,golT	iroB,iroC,sinH		
MD_6_F8	golS,golT	iroB,iroC,sinH		
SRR14144500	golS,golT	iroB,iroC,sinH		
MD_6_G10	golS,golT	iroB,iroC,sinH		
SRR14144912	golS,golT	iroB,iroC,sinH		
ISLHD_2017_6_S119	arsR,golS,golT	iroB,iroC,sinH		
SRR5585070	golS,golT	iroB,iroC,sinH		
MD_6_B10	golS,golT	iroB,iroC,sinH		
SRR14143088	golS,golT	iroB,iroC,sinH		
SIML_2017_16	golS,golT	iroB,iroC,sinH		
SRR14144566	golS,golT	iroB,iroC,sinH		
SRR14144431	golS,golT	iroB,iroC,sinH		
MD_6_D12	golS,golT	iroB,iroC,mchF,sinH		
SRR4419677	golS,golT	iroB,iroC,sinH		
SRR4419680	golS,golT	iroB,iroC,sinH		
SRR14145369	golS,golT	iroB,iroC,sinH		
ISLHD_2019_25	golS,golT	iroB,iroC,sinH		
SRR3476846	golS,golT	iroB,iroC,sinH		
SIML_2017_06	golS,golT	iroB,iroC,sinH		
SRR4419692	golS,golT	iroB,iroC,sinH		
SRR14255524	golS,golT	iroB,iroC,sinH		
SRR3476840	golS,golT	iroB,iroC,sinH		
ISLHD_2019_26	golS,golT	iroB,iroC,sinH		
MD_6_C10	golS,golT	iroB,iroC,sinH		
SRR7480358	golS,golT	iroB,iroC,sinH		
SRR4419667	golS,golT	iroB,iroC,sinH		
SRR14145100	golS,golT	iroB,iroC,sinH		
SRR3476838	golS,golT	iroB,iroC,sinH		
SRR14144428	golS,golT	iroB,iroC,sinH		
ISLHD_2017_15_S86	golS,golT	iroB,iroC,sinH		
SRR14144450	golS,golT	iroB,iroC,sinH		
SRR7457931	golS,golT	iroB,iroC,sinH		
ISLHD_2019_07	golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	cdtB,iroB,iroC,sinH		
ISLHD_2018_7_S96	golS,golT	iroB,iroC,sinH		
SRR6310288	golS,golT	iroB,iroC,sinH		
MD_7_B1	golS,golT	iroB,iroC,sinH		
