name	pMLST_scheme	pMLST
SRR8499323	IncF RST	F-:A-:B-
SRR8514761	IncF RST	F-:A-:B-
SRR8524687	IncF RST	F-:A-:B-
SRR8585171	IncF RST	F-:A-:B-
SRR8636201	IncF RST	S1:A-:B17
SRR8648227	IncF RST	F-:A-:B-
SRR8701093	IncF RST	F-:A-:B-
SRR8715615	IncF RST	S1:A-:B17
SRR8740777	IncF RST	F-:A-:B-
SRR8839601	IncF RST	S1:A-:B17
SRR9274357	IncF RST	F-:A-:B-
SRR9287697	IncF RST	F-:A-:B-
SRR9626915	IncF RST	F-:A-:B-
SRR9701220	IncF RST	F40:A-:B17
W_1_B11	IncF RST	F-:A-:B-
W_1_C11	IncF RST	F-:A-:B-
W_1_D11	IncF RST	F-:A-:B-
W_1_E11	IncF RST	F-:A-:B-
W_1_F11	IncF RST	F-:A-:B-
W_1_G11	IncF RST	F-:A-:B-
W_1_H11	IncF RST	F-:A-:B-
ISLHD_2017_18_S89	IncHI1 MLST	2
Seagull_18_154_S34	IncHI2 DLST	1
Seagull_18_89_S8	IncHI2 DLST	1
SIML_2017_05	IncHI2 DLST	4
W_1_F11	IncHI2 DLST	2
ERR2992800	IncI1 MLST	209
ISLHD_2019_24	IncI1 MLST	36
ISLHD_2019_25	IncI1 MLST	36
MD_6_B9	IncI1 MLST	36
MD_6_H10	IncI1 MLST	36
MD_7_C2	IncI1 MLST	23
MD_7_H1	IncI1 MLST	36
SIML_2017_10	IncI1 MLST	80
SIML_2017_13	IncI1 MLST	230
SIML_2017_14	IncI1 MLST	26
SRR12323756	IncI1 MLST	27
SRR12362761	IncI1 MLST	27
SRR13430547	IncI1 MLST	7
SRR14143690	IncI1 MLST	181
SRR14143755	IncI1 MLST	12
SRR14897813	IncI1 MLST	162
SRR1965714	IncI1 MLST	154
SRR3476824	IncI1 MLST	327
SRR3476849	IncI1 MLST	173
SRR7157819	IncI1 MLST	26*
SRR7251084	IncI1 MLST	134
SRR7451162	IncI1 MLST	12
SRR7475467	IncI1 MLST	154
SRR7480448	IncI1 MLST	12
SRR7523611	IncI1 MLST	12
